,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
178294,Gnther Ortmann,M,19.0,Germany,1936 Summer,1936,Summer,Handball,3
178304,George Washington F. Orton,M,27.0,Canada,1900 Summer,1900,Summer,Athletics,1
178305,George Washington F. Orton,M,27.0,Canada,1900 Summer,1900,Summer,Athletics,3
178316,Rstm Orucov,M,24.0,Azerbaijan,2016 Summer,2016,Summer,Judo,2
178317,Vugar Narimanovich Orudzhov,M,20.0,Unified Team,1992 Summer,1992,Summer,Wrestling,1
178319,Wilson Oruma,M,19.0,Nigeria,1996 Summer,1996,Summer,Football,3
178321,Selin Oruz,F,19.0,Germany,2016 Summer,2016,Summer,Hockey,1
178322,Timur Oruz,M,21.0,Germany,2016 Summer,2016,Summer,Hockey,1
178323,Bernice Jane Orwig,F,23.0,United States,2000 Summer,2000,Summer,Water Polo,2
178348,Dion Erhardt rnvold,M,26.0,Denmark,1948 Summer,1948,Summer,Football,1
178349,Hans-Henrik rsted,M,25.0,Denmark,1980 Summer,1980,Summer,Cycling,1
178350,Erik rvig,M,24.0,Heira II,1920 Summer,1920,Summer,Sailing,3
178351,Olaf rvig,M,30.0,Heira II,1920 Summer,1920,Summer,Sailing,3
178352,Thor rvig,M,28.0,Heira II,1920 Summer,1920,Summer,Sailing,3
178353,Timothy Leo O'Shannessey,M,24.0,Australia,1996 Summer,1996,Summer,Cycling,1
178357,"Daniel Patrick ""Danny"" O'Shea",M,22.0,Canada,1968 Winter,1968,Winter,Ice Hockey,1
178358,Glenn O'Shea,M,23.0,Australia,2012 Summer,2012,Summer,Cycling,2
178364,Shyril O'Steen,F,23.0,United States,1984 Summer,1984,Summer,Rowing,3
178368,"Rachel Kealaonapua ""Keala"" O'Sullivan (-Watson)",F,17.0,United States,1968 Summer,1968,Summer,Diving,1
178376,Shawn O'Sullivan,M,22.0,Canada,1984 Summer,1984,Summer,Boxing,2
178381,Sonia O'Sullivan,F,30.0,Ireland,2000 Summer,2000,Summer,Athletics,2
178387,Liliya Semenivna Osadcha,F,23.0,Soviet Union,1976 Summer,1976,Summer,Volleyball,2
178397,Yoshihiko Osaki,M,21.0,Japan,1960 Summer,1960,Summer,Swimming,2
178398,Yoshihiko Osaki,M,21.0,Japan,1960 Summer,1960,Summer,Swimming,1
178402,Akinobu Osako,M,27.0,Japan,1988 Summer,1988,Summer,Judo,1
178422,"Oludamola Bolanle ""Damola"" Osayomi",F,22.0,Nigeria,2008 Summer,2008,Summer,Athletics,1
178425,Agnes Osazuwa (-Olatunji),F,19.0,Nigeria,2008 Summer,2008,Summer,Athletics,1
178429,Harold Marion Osborn (Osborne-),M,25.0,United States,1924 Summer,1924,Summer,Athletics,3
178430,Harold Marion Osborn (Osborne-),M,25.0,United States,1924 Summer,1924,Summer,Athletics,3
178432,John Osborn,M,30.0,Great Britain,1976 Summer,1976,Summer,Sailing,3
178447,Carl Townsend Osburn,M,28.0,United States,1912 Summer,1912,Summer,Shooting,2
178448,Carl Townsend Osburn,M,28.0,United States,1912 Summer,1912,Summer,Shooting,2
178449,Carl Townsend Osburn,M,28.0,United States,1912 Summer,1912,Summer,Shooting,3
178451,Carl Townsend Osburn,M,28.0,United States,1912 Summer,1912,Summer,Shooting,1
178454,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,3
178455,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,3
178456,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,3
178457,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,2
178458,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,3
178459,Carl Townsend Osburn,M,35.0,United States,1920 Summer,1920,Summer,Shooting,1
178461,Carl Townsend Osburn,M,39.0,United States,1924 Summer,1924,Summer,Shooting,2
178462,Ruth Irene Osburn,F,20.0,United States,1932 Summer,1932,Summer,Athletics,2
178464,Oscar dos Santos Emboaba Jnior,M,20.0,Brazil,2012 Summer,2012,Summer,Football,2
178471,Markus Tobias Oscarsson,M,23.0,Sweden,2000 Summer,2000,Summer,Canoeing,2
178473,Markus Tobias Oscarsson,M,27.0,Sweden,2004 Summer,2004,Summer,Canoeing,3
178498,"Martinus Bernardus ""Tinus"" Osendarp",M,20.0,Netherlands,1936 Summer,1936,Summer,Athletics,1
178499,"Martinus Bernardus ""Tinus"" Osendarp",M,20.0,Netherlands,1936 Summer,1936,Summer,Athletics,1
178504,Ann Osgerby,F,17.0,Great Britain,1980 Summer,1980,Summer,Swimming,2
178510,Stepan Mikhaylovich Oshchepkov,M,30.0,Soviet Union,1964 Summer,1964,Summer,Canoeing,3
178519,Kenkichi Oshima,M,23.0,Japan,1932 Summer,1932,Summer,Athletics,1
178521,Koichi Oshima,M,25.0,Japan,1992 Summer,1992,Summer,Baseball,1
178558,Ellen Ottilia Osiier (Thomsen-),F,33.0,Denmark,1924 Summer,1924,Summer,Fencing,3
178562,Ivan Joseph Martin Osiier,M,23.0,Denmark,1912 Summer,1912,Summer,Fencing,2
178596,Leonid Mikhaylovich Osipov,M,21.0,Soviet Union,1964 Summer,1964,Summer,Water Polo,1
178597,Leonid Mikhaylovich Osipov,M,25.0,Soviet Union,1968 Summer,1968,Summer,Water Polo,2
178598,Leonid Mikhaylovich Osipov,M,29.0,Soviet Union,1972 Summer,1972,Summer,Water Polo,3
178601,Irina Viktorovna Osipova (-Minayeva),F,23.0,Russia,2004 Summer,2004,Summer,Basketball,1
178602,Irina Viktorovna Osipova (-Minayeva),F,27.0,Russia,2008 Summer,2008,Summer,Basketball,1
178604,Albina Lucy Charlotte Osipowich (-Van Aken),F,17.0,United States,1928 Summer,1928,Summer,Swimming,3
178605,Albina Lucy Charlotte Osipowich (-Van Aken),F,17.0,United States,1928 Summer,1928,Summer,Swimming,3
178606,Guntis Osis,M,25.0,Soviet Union-2,1988 Winter,1988,Winter,Bobsleigh,1
178636,Kanybek Osmonaliyevich Osmonaliyev,M,26.0,Soviet Union,1980 Summer,1980,Summer,Weightlifting,3
178638,Kaetlyn Osmond,F,18.0,Canada,2014 Winter,2014,Winter,Figure Skating,2
178642,Vladimir Yuryevich Osokin,M,22.0,Soviet Union,1976 Summer,1976,Summer,Cycling,2
178644,Vladimir Yuryevich Osokin,M,26.0,Soviet Union,1980 Summer,1980,Summer,Cycling,3
178677,"Arnold Carl ""Arnie"" Oss, Jr.",M,23.0,United States,1952 Winter,1952,Winter,Ice Hockey,2
178685,Rainer Osselmann,M,24.0,West Germany,1984 Summer,1984,Summer,Water Polo,1
178691,Alfred Ost,M,36.0,Belgium,1920 Summer,1920,Summer,Art Competitions,1
178695,Marian Wiesaw Ostafiski,M,25.0,Poland,1972 Summer,1972,Summer,Football,3
178697,Nadezhda Nikolayevna Ostapchuk,F,27.0,Belarus,2008 Summer,2008,Summer,Athletics,1
178705,Aleksey Aleksandrovich Ostapenko,M,22.0,Russia,2008 Summer,2008,Summer,Volleyball,1
178717,Johannes Franciskus Osten,M,26.0,Netherlands,1906 Summer,1906,Summer,Fencing,1
178718,Nils Holger stensson,M,29.0,Sweden,1948 Winter,1948,Winter,Cross Country Skiing,2
178719,Nils Holger stensson,M,29.0,Sweden,1948 Winter,1948,Winter,Cross Country Skiing,3
178735,"Catherine Leigh ""Cat"" Osterman",F,21.0,United States,2004 Summer,2004,Summer,Softball,3
178736,"Catherine Leigh ""Cat"" Osterman",F,25.0,United States,2008 Summer,2008,Summer,Softball,2
178744,Micheline O. M. Ostermeyer (-Ghazarian),F,25.0,France,1948 Summer,1948,Summer,Athletics,1
178745,Micheline O. M. Ostermeyer (-Ghazarian),F,25.0,France,1948 Summer,1948,Summer,Athletics,3
178746,Micheline O. M. Ostermeyer (-Ghazarian),F,25.0,France,1948 Summer,1948,Summer,Athletics,3
178757,Oscar Paul Osthoff,M,21.0,United States,1904 Summer,1904,Summer,Weightlifting,2
178758,Oscar Paul Osthoff,M,21.0,United States,1904 Summer,1904,Summer,Weightlifting,3
178763,Frank Ostholt,M,32.0,Germany,2008 Summer,2008,Summer,Equestrianism,3
178766,"Andreas ""Anderl"" Ostler",M,31.0,Germany-1,1952 Winter,1952,Winter,Bobsleigh,3
178767,"Andreas ""Anderl"" Ostler",M,31.0,Germany,1952 Winter,1952,Winter,Bobsleigh,3
178788,Stanisaw Ostoja-Chrostowski,M,38.0,Poland,1936 Summer,1936,Summer,Art Competitions,1
178797,Per-Olof strand,M,22.0,Sweden,1952 Summer,1952,Summer,Swimming,1
178806,Krystyna Ostromcka-Guryn,F,20.0,Poland,1968 Summer,1968,Summer,Volleyball,1
178832,Denis Oswald,M,21.0,Switzerland,1968 Summer,1968,Summer,Rowing,1
178845,Roy Edward Oswalt,M,23.0,United States,2000 Summer,2000,Summer,Baseball,3
178848,Simone Osygus (-Brune),F,23.0,Germany,1992 Summer,1992,Summer,Swimming,1
178849,Simone Osygus (-Brune),F,23.0,Germany,1992 Summer,1992,Summer,Swimming,2
178851,Simone Osygus (-Brune),F,27.0,Germany,1996 Summer,1996,Summer,Swimming,1
178852,Simone Osygus (-Brune),F,27.0,Germany,1996 Summer,1996,Summer,Swimming,2
178854,Inna Volodymyrivna Osypenko-Radomska,F,21.0,Ukraine,2004 Summer,2004,Summer,Canoeing,1
178855,Inna Volodymyrivna Osypenko-Radomska,F,25.0,Ukraine,2008 Summer,2008,Summer,Canoeing,3
178856,Inna Volodymyrivna Osypenko-Radomska,F,29.0,Ukraine,2012 Summer,2012,Summer,Canoeing,2
178857,Inna Volodymyrivna Osypenko-Radomska,F,29.0,Ukraine,2012 Summer,2012,Summer,Canoeing,2
178858,Inna Volodymyrivna Osypenko-Radomska,F,33.0,Azerbaijan,2016 Summer,2016,Summer,Canoeing,1
178860,Istvn Osztrics,M,22.0,Hungary,1972 Summer,1972,Summer,Fencing,3
178865,Ingvild Flugstad stberg,F,23.0,Norway,2014 Winter,2014,Winter,Cross Country Skiing,2
178866,Ingvild Flugstad stberg,F,23.0,Norway,2014 Winter,2014,Winter,Cross Country Skiing,3
178870,Einar stby,M,24.0,Norway,1960 Winter,1960,Winter,Cross Country Skiing,2
178876,Knut stby,M,25.0,Norway,1948 Summer,1948,Summer,Canoeing,2
178886,sten stensen,M,33.0,Norway,1912 Summer,1912,Summer,Shooting,2
178887,sten stensen,M,41.0,Norway,1920 Summer,1920,Summer,Shooting,1
178888,sten stensen,M,41.0,Norway,1920 Summer,1920,Summer,Shooting,2
178892,sten stensen,M,41.0,Norway,1920 Summer,1920,Summer,Shooting,2
178894,sten stensen,M,41.0,Norway,1920 Summer,1920,Summer,Shooting,1
178906,Henrik Olsen stervold (Austevold-),M,42.0,Atlanta,1920 Summer,1920,Summer,Sailing,3
178907,Jan Olsen stervold (Austevold-),M,43.0,Atlanta,1920 Summer,1920,Summer,Sailing,3
178908,Kristian (-Christian) Johan stervold (Austevold-),M,35.0,Atlanta,1920 Summer,1920,Summer,Sailing,3
178909,Ole Olai Olsen stervold (Austevold-),M,47.0,Atlanta,1920 Summer,1920,Summer,Sailing,3
178910,Ole stmo,M,33.0,Norway,1900 Summer,1900,Summer,Shooting,1
178911,Ole stmo,M,33.0,Norway,1900 Summer,1900,Summer,Shooting,2
178913,Ole stmo,M,33.0,Norway,1900 Summer,1900,Summer,Shooting,1
178914,Ole stmo,M,33.0,Norway,1900 Summer,1900,Summer,Shooting,2
178932,"Maureen ""Mo"" O'Toole (Mendoza-)",F,39.0,United States,2000 Summer,2000,Summer,Water Polo,2
178936,Akira Ota,M,27.0,Japan,1984 Summer,1984,Summer,Wrestling,2
178937,Akira Ota,M,31.0,Japan,1988 Summer,1988,Summer,Wrestling,2
178948,Shinobu Ota,M,22.0,Japan,2016 Summer,2016,Summer,Wrestling,2
178950,Takuya Ota,M,26.0,Japan,1996 Summer,1996,Summer,Wrestling,1
178955,Yuki Ota,M,22.0,Japan,2008 Summer,2008,Summer,Fencing,2
178957,Yuki Ota,M,26.0,Japan,2012 Summer,2012,Summer,Fencing,2
178981,Sachiko Otani,F,18.0,Japan,1984 Summer,1984,Summer,Volleyball,1
178982,Dzhamal Sultanovich Otarsultanov,M,25.0,Russia,2012 Summer,2012,Summer,Wrestling,3
178989,Luis Otero Snchez-Encinas,M,26.0,Spain,1920 Summer,1920,Summer,Football,2
179016,Ai Otomo-Yamamoto,F,30.0,Japan,2012 Summer,2012,Summer,Volleyball,1
179025,Otryadyn Gndegmaa,F,30.0,Mongolia,2008 Summer,2008,Summer,Shooting,2
179030,Svetla Khristova Otsetova,F,25.0,Bulgaria,1976 Summer,1976,Summer,Rowing,3
179056,Kurt Ott,M,23.0,Switzerland,1936 Summer,1936,Summer,Cycling,2
179060,Mirjam Ott,F,30.0,Switzerland,2002 Winter,2002,Winter,Curling,2
179061,Mirjam Ott,F,34.0,Switzerland,2006 Winter,2006,Winter,Curling,2
179065,"Nikolaus ""Niko"" Ott",M,23.0,West Germany,1968 Summer,1968,Summer,Rowing,3
179066,Patricia Ott (-Stelter),F,24.0,West Germany,1984 Summer,1984,Summer,Hockey,2
179076,Katharina Otte,F,29.0,Germany,2016 Summer,2016,Summer,Hockey,1
179079,"Louis ""Lou"" Otten",M,24.0,Netherlands,1908 Summer,1908,Summer,Football,1
179080,Anne Ottenbrite (-Muylaert),F,18.0,Canada,1984 Summer,1984,Summer,Swimming,2
179081,Anne Ottenbrite (-Muylaert),F,18.0,Canada,1984 Summer,1984,Summer,Swimming,3
179082,Anne Ottenbrite (-Muylaert),F,18.0,Canada,1984 Summer,1984,Summer,Swimming,1
179090,Lasse Ingier Ottesen,M,19.0,Norway,1994 Winter,1994,Winter,Ski Jumping,2
179109,Jeanette Ottesen Gray,F,28.0,Denmark,2016 Summer,2016,Summer,Swimming,1
179113,Merlene Joyce Ottey-Page,F,20.0,Jamaica,1980 Summer,1980,Summer,Athletics,1
179116,Merlene Joyce Ottey-Page,F,24.0,Jamaica,1984 Summer,1984,Summer,Athletics,1
179117,Merlene Joyce Ottey-Page,F,24.0,Jamaica,1984 Summer,1984,Summer,Athletics,1
179123,Merlene Joyce Ottey-Page,F,32.0,Jamaica,1992 Summer,1992,Summer,Athletics,1
179125,Merlene Joyce Ottey-Page,F,36.0,Jamaica,1996 Summer,1996,Summer,Athletics,2
179126,Merlene Joyce Ottey-Page,F,36.0,Jamaica,1996 Summer,1996,Summer,Athletics,2
179127,Merlene Joyce Ottey-Page,F,36.0,Jamaica,1996 Summer,1996,Summer,Athletics,1
179128,Merlene Joyce Ottey-Page,F,40.0,Jamaica,2000 Summer,2000,Summer,Athletics,1
179129,Merlene Joyce Ottey-Page,F,40.0,Jamaica,2000 Summer,2000,Summer,Athletics,2
179138,"David Charles ""Dave"" Ottley",M,28.0,Great Britain,1984 Summer,1984,Summer,Athletics,2
179143,Bjrn Otto,M,34.0,Germany,2012 Summer,2012,Summer,Athletics,2
179145,Frank Markus Otto,M,25.0,West Germany,1984 Summer,1984,Summer,Water Polo,1
179153,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179154,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179155,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179156,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179157,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179158,Kristin Otto,F,22.0,East Germany,1988 Summer,1988,Summer,Swimming,3
179160,Louise Otto (-Sander),F,15.0,Germany,1912 Summer,1912,Summer,Swimming,2
179165,Sylke Otto,F,32.0,Germany,2002 Winter,2002,Winter,Luge,3
179166,Sylke Otto,F,36.0,Germany,2006 Winter,2006,Winter,Luge,3
179169,Werner Otto,M,24.0,East Germany,1972 Summer,1972,Summer,Cycling,2
179173,Margit Otto-Crpin,F,43.0,France,1988 Summer,1988,Summer,Equestrianism,2
179190,Anna Helene Ottosson (-Blixth),F,29.0,Sweden,2006 Winter,2006,Winter,Alpine Skiing,1
179194,Jan Bo Otto Ottosson,M,23.0,Sweden,1984 Winter,1984,Winter,Cross Country Skiing,3
179198,Jan Bo Otto Ottosson,M,27.0,Sweden,1988 Winter,1988,Winter,Cross Country Skiing,3
179208,Eddy Jean Paul Ottoz (Dimichelis-),M,24.0,Italy,1968 Summer,1968,Summer,Athletics,1
179213,Christina Brregaard Otzen,F,28.0,Denmark,2004 Summer,2004,Summer,Sailing,1
179219,Ou Jingbai,F,25.0,China,1996 Summer,1996,Summer,Softball,2
179260,"Jacob ""Jaap"" Oudkerk",M,27.0,Netherlands,1964 Summer,1964,Summer,Cycling,1
179269,lodie Oudraogo,F,27.0,Belgium,2008 Summer,2008,Summer,Athletics,2
179275,Caroline Ouellette,F,22.0,Canada,2002 Winter,2002,Winter,Ice Hockey,3
179276,Caroline Ouellette,F,26.0,Canada,2006 Winter,2006,Winter,Ice Hockey,3
179277,Caroline Ouellette,F,30.0,Canada,2010 Winter,2010,Winter,Ice Hockey,3
179278,Caroline Ouellette,F,34.0,Canada,2014 Winter,2014,Winter,Ice Hockey,3
179281,"Joseph Raymond Gerald ""Gerry"" Ouellette",M,22.0,Canada,1956 Summer,1956,Summer,Shooting,3
179288,Oussama Al-Oueslati,M,20.0,Tunisia,2016 Summer,2016,Summer,Taekwondo,1
179289,Wayne Daniel Ough,M,25.0,Australia,2004 Summer,2004,Summer,Baseball,2
179310,Robert Ouko,M,23.0,Kenya,1972 Summer,1972,Summer,Athletics,3
179338,Sofiane Oumiha,M,21.0,France,2016 Summer,2016,Summer,Boxing,2
179350,Sarah Ourahmoune,F,34.0,France,2016 Summer,2016,Summer,Boxing,2
179363,Sarah Anne Outhwaite-Tait,F,29.0,Australia,2012 Summer,2012,Summer,Rowing,2
179365,Nathan Outteridge,M,26.0,Australia,2012 Summer,2012,Summer,Sailing,3
179366,Nathan Outteridge,M,30.0,Australia,2016 Summer,2016,Summer,Sailing,2
179409,Olena Anatolivna Ovcharova-Krasovska,F,27.0,Ukraine,2004 Summer,2004,Summer,Athletics,2
179416,Yelena Valeryevna Ovchinnikova,F,26.0,Russia,2008 Summer,2008,Summer,Synchronized Swimming,3
179419,Jelena Ovchinnikova-ebukina,F,22.0,Soviet Union,1988 Summer,1988,Summer,Volleyball,3
179420,Jelena Ovchinnikova-ebukina,F,26.0,Unified Team,1992 Summer,1992,Summer,Volleyball,2
179426,Nadezhda Ovechkina,F,21.0,Soviet Union,1980 Summer,1980,Summer,Hockey,1
179427,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,26.0,Soviet Union,1976 Summer,1976,Summer,Basketball,3
179428,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,30.0,Soviet Union,1980 Summer,1980,Summer,Basketball,3
179432,Carla Overbeck (Werden-),F,28.0,United States,1996 Summer,1996,Summer,Football,3
179441,Bettina Overesch-Bker-Hoy,F,21.0,West Germany,1984 Summer,1984,Summer,Equestrianism,1
179447,Knud Brge Overgaard,M,30.0,Denmark,1948 Summer,1948,Summer,Football,1
179449,Emily Overholt,F,18.0,Canada,2016 Summer,2016,Summer,Swimming,1
179453,Amanda Overland,F,24.0,Canada,2006 Winter,2006,Winter,Short Track Speed Skating,2
179456,Kevin Clifford James Overland (-Crockett),M,23.0,Canada,1998 Winter,1998,Winter,Speed Skating,1
179464,"Maria Petronella ""Puck"" Oversloot (-Schouten)",F,18.0,Netherlands,1932 Summer,1932,Summer,Swimming,2
179488,"Stephen Michael John ""Steve"" Ovett",M,24.0,Great Britain,1980 Summer,1980,Summer,Athletics,3
179489,"Stephen Michael John ""Steve"" Ovett",M,24.0,Great Britain,1980 Summer,1980,Summer,Athletics,1
179501,Oleg Vladimirovich Ovsyannikov,M,28.0,Russia-2,1998 Winter,1998,Winter,Figure Skating,2
179503,Dimitrij Ovtcharov,M,19.0,Germany,2008 Summer,2008,Summer,Table Tennis,2
179504,Dimitrij Ovtcharov,M,23.0,Germany,2012 Summer,2012,Summer,Table Tennis,1
179505,Dimitrij Ovtcharov,M,23.0,Germany,2012 Summer,2012,Summer,Table Tennis,1
179507,Dimitrij Ovtcharov,M,27.0,Germany,2016 Summer,2016,Summer,Table Tennis,1
